"id","circ_tronco_cm","long","lat","inclinacion_peligrosa","peligrosidad_seccion","peligrosidad_especie","peligrosidad_diametro","peligrosidad_altura"
34077,90,-68.85637537,-32.8844903152,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.0889907279121816
564,80,-68.8190893112,-32.868684504,"0",0.133619600909321,0.0364741641337386,0.14110772139389,0.0162354134956875
5815,77,-68.8430314984,-32.8751275078,"0",0.11294498381877,0.0859023207481815,0.14110772139389,0.0889907279121816
17550,162,-68.8401030277,-32.8670891128,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
30427,260,-68.8416277038,-32.8886030924,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
24595,250,-68.842321322,-32.9014423485,"0",0.149317634466149,0.0903973509933775,0.14110772139389,0.157894736842105
27037,190,-68.8394193196,-32.8917454824,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
45789,200,-68.8200932507,-32.8712696928,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
42449,67,-68.8322520988,-32.8760765656,"0",0.133619600909321,0.150492264416315,0.14110772139389,0.0889907279121816
32291,8,-68.8510373247,-32.8908160608,"0",0.128480891108124,0.185148665048544,0.0194352768610194,0.0162354134956875
18722,162,-68.8366109894,-32.873329645,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
934,100,-68.8503960711,-32.8729352534,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
18299,130,-68.8396047528,-32.8696124082,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
6317,230,-68.8574954766,-32.8906095694,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
6522,90,-68.8521202426,-32.8917336441,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
19224,180,-68.8393844077,-32.8722332604,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
2310,50,-68.8347768224,-32.8951808931,"0",0.147368421052632,0.150492264416315,0.0409336941813261,0.0889907279121816
48158,105,-68.8295920508,-32.8685773696,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
14259,100,-68.8777861641,-32.8675805158,"0",0.031569173630455,0.185148665048544,0.14110772139389,0.0889907279121816
33621,175,-68.8542433557,-32.8877952036,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
32796,73,-68.8520352787,-32.8851135029,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
47041,25,-68.8319485143,-32.8722286315,"0",0.133619600909321,0.0859023207481815,0.0409336941813261,0.0289715113471753
29317,156,-68.8434280287,-32.8886856135,"0",0.149317634466149,0.0512455516014235,0.14110772139389,0.157894736842105
2251,120,-68.8382297634,-32.8911679326,"0",0.147368421052632,0.0859023207481815,0.14110772139389,0.0889907279121816
1606,66,-68.8716554456,-32.8793064499,"0",0.0858505564387917,0.0859023207481815,0.14110772139389,0.0889907279121816
19895,26,-68.8349721697,-32.8636209366,"0",0.123221661312529,0.0364741641337386,0.0409336941813261,0.0289715113471753
46617,160,-68.8312004871,-32.8696783766,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
18007,140,-68.8406826984,-32.867786682,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
8161,160,-68.8458636065,-32.8906873016,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
31224,30,-68.853980073,-32.8648772968,"0",0.0588327580796988,0.0512455516014235,0.0409336941813261,0.0289715113471753
24637,250,-68.8418679648,-32.899726942,"0",0.149317634466149,0.0903973509933775,0.14110772139389,0.157894736842105
35766,180,-68.8544583064,-32.8742406538,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
11097,75,-68.8535254935,-32.8810930783,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
22624,110,-68.8614867137,-32.9015369739,"0",0.128480891108124,0.0227272727272727,0.14110772139389,0.0889907279121816
40398,112,-68.8451513601,-32.8821498721,"0",0.11294498381877,0.185148665048544,0.14110772139389,0.157894736842105
17919,20,-68.8374610166,-32.8668803922,"0",0.123221661312529,0.0512249443207127,0.0194352768610194,0.0289715113471753
16488,148,-68.842056911,-32.8659423847,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
4216,145,-68.8382317858,-32.8733893526,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
12249,55,-68.8459825753,-32.8677582758,"0",0.123221661312529,0.0321782178217822,0.0409336941813261,0.0289715113471753
15837,58,-68.8723390761,-32.8775957584,"0",0.0858505564387917,0.0859023207481815,0.0409336941813261,0.0889907279121816
36231,86,-68.8544739656,-32.8777868098,"0",0.0588327580796988,0.022887323943662,0.14110772139389,0.0889907279121816
38905,170,-68.8486719058,-32.8697378598,"0",0.0588327580796988,0.0128205128205128,0.14110772139389,0.157894736842105
34198,100,-68.8527104033,-32.8735848896,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.0889907279121816
38091,150,-68.8477254295,-32.8726854004,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
6985,50,-68.8620780173,-32.8967738306,"0",0.128480891108124,0.0420032310177706,0.0409336941813261,0.0889907279121816
40976,155,-68.8392576029,-32.8809214543,"0",0.11294498381877,0.185148665048544,0.14110772139389,0.157894736842105
40352,150,-68.8444708662,-32.8814697826,"0",0.11294498381877,0.0227272727272727,0.14110772139389,0.0889907279121816
47281,125,-68.83066572,-32.8732626772,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.157894736842105
21298,140,-68.8523624078,-32.8978666921,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
44000,150,-68.8326714831,-32.8857016142,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.157894736842105
11336,58,-68.8484695562,-32.9003685323,"0",0.149317634466149,0,0.0409336941813261,0.0889907279121816
21984,88,-68.8581721885,-32.8942577382,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
41844,58,-68.8418017596,-32.8794845142,"0",0.11294498381877,0.021505376344086,0.0409336941813261,0.157894736842105
22763,48,-68.8546028574,-32.9023136585,"0",0.128480891108124,0.0420032310177706,0.0409336941813261,0.157894736842105
37307,26,-68.8584389134,-32.8755479695,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.0289715113471753
21291,160,-68.8525607074,-32.8982932463,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
18244,165,-68.8393804309,-32.8672785935,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
21426,123,-68.8568134386,-32.8928629605,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
9967,140,-68.8555886654,-32.8699100016,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
7020,105,-68.853825065,-32.8973540547,"0",0.128480891108124,0.0512455516014235,0.14110772139389,0.0889907279121816
18660,47,-68.8365906395,-32.8750449103,"0",0.11294498381877,0.185148665048544,0.0409336941813261,0.157894736842105
22732,86,-68.8538630808,-32.9008328522,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
34318,60,-68.8520225335,-32.8745191344,"0",0.0588327580796988,0.0231481481481481,0.0409336941813261,0.0289715113471753
39326,85,-68.8562631989,-32.8712539823,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
43084,110,-68.8309317306,-32.8782442616,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
28966,148,-68.8447712475,-32.8852758391,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
39186,150,-68.8541506508,-32.873078743,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
37339,86,-68.8576191335,-32.8756551819,"0",0.0588327580796988,0.0231481481481481,0.14110772139389,0.157894736842105
31311,160,-68.8495453949,-32.8650928727,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
20578,130,-68.8628282466,-32.8979086177,"0",0.128480891108124,0.046875,0.14110772139389,0.157894736842105
36000,180,-68.8558772012,-32.8753074776,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
2517,160,-68.8354738896,-32.8880558733,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
32486,145,-68.8532773171,-32.8891805155,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
7576,110,-68.8542107155,-32.8829171496,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.0889907279121816
17980,223,-68.8398136145,-32.8678445431,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
36129,180,-68.8523672415,-32.8778092809,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
36095,180,-68.8553835043,-32.8762605373,"0",0.0588327580796988,0.0903973509933775,0.14110772139389,0.157894736842105
17050,210,-68.8376131586,-32.8643624263,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
20731,65,-68.8632806495,-32.89744891,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.0889907279121816
7470,80,-68.8621935791,-32.9003512676,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
17245,136,-68.8365300928,-32.864308447,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
26912,122,-68.8365883125,-32.8859889138,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.0889907279121816
10558,40,-68.8550722898,-32.8756160657,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0289715113471753
27164,200,-68.8377041334,-32.8908391423,"0",0.147368421052632,0.0420032310177706,0.14110772139389,0.157894736842105
9607,70,-68.8497911336,-32.8636585798,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
45200,3,-68.8232640607,-32.8726024077,"0",0.133619600909321,0.0420032310177706,0.0194352768610194,0.0162354134956875
45068,125,-68.8224537464,-32.8711831665,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.157894736842105
7496,70,-68.8637511553,-32.9003492875,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.0889907279121816
898,160,-68.8465990598,-32.8736356766,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
42016,140,-68.841571831,-32.8806664327,"0",0.11294498381877,0.185148665048544,0.14110772139389,0.157894736842105
42573,300,-68.8277839997,-32.8757717221,"0",0.133619600909321,0.0903973509933775,0.14110772139389,0.157894736842105
2935,100,-68.828394228,-32.8741494793,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.157894736842105
35136,80,-68.8533700016,-32.8799670547,"0",0.0588327580796988,0.0512455516014235,0.14110772139389,0.0889907279121816
41189,60,-68.8383208932,-32.8816199623,"0",0.11294498381877,0.185148665048544,0.0409336941813261,0.0889907279121816
9589,180,-68.8511964412,-32.8642439356,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
22771,52,-68.8554201892,-32.9017232599,"0",0.128480891108124,0.185148665048544,0.0409336941813261,0.0889907279121816
4750,50,-68.8350015661,-32.8668427531,"0",0.123221661312529,0.185148665048544,0.0409336941813261,0.157894736842105
16260,20,-68.8429510894,-32.8647292878,"0",0.123221661312529,0.0512455516014235,0.0194352768610194,0.0162354134956875
12855,10,-68.8469581321,-32.8640948617,"0",0.123221661312529,0.0420032310177706,0.0194352768610194,0.0162354134956875
33891,116,-68.8544047457,-32.8852236266,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
46704,86,-68.831981199,-32.8697987903,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
3875,5,-68.8273144087,-32.8701813855,"0",0.133619600909321,0.185148665048544,0.0194352768610194,0.0162354134956875
39806,160,-68.8474300419,-32.8845628137,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
2823,40,-68.8317303576,-32.8920895848,"0",0.147368421052632,0.046875,0.0409336941813261,0.0889907279121816
23924,80,-68.852559308,-32.9003945294,"0",0.149317634466149,0.0512249443207127,0.14110772139389,0.157894736842105
20396,20,-68.8624622964,-32.8933418017,"0",0.128480891108124,0.0321782178217822,0.0194352768610194,0.0889907279121816
33454,80,-68.8573052039,-32.8885995048,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
17971,160,-68.8399417921,-32.8673898021,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.0889907279121816
4197,158,-68.837598055,-32.873901735,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
38025,70,-68.8479961305,-32.8718977238,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
15313,90,-68.8592866612,-32.8705640573,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
124,80,-68.8567009475,-32.8640296437,"0",0.0588327580796988,0.0380952380952381,0.14110772139389,0.0289715113471753
36160,220,-68.8522204044,-32.8768465199,"0",0.0588327580796988,0.0903973509933775,0.14110772139389,0.157894736842105
879,16,-68.8488519979,-32.8751454958,"0",0.0588327580796988,0.185148665048544,0.0194352768610194,0.0162354134956875
25937,116,-68.8380599014,-32.9031236928,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
10756,46,-68.8562182576,-32.8765769851,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0889907279121816
21991,117,-68.8585357375,-32.8939441333,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
35889,64,-68.8534604726,-32.8764019408,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
21245,150,-68.8533885109,-32.8952513732,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
16817,181,-68.838852854,-32.8652914019,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
37338,51,-68.8575858944,-32.8755259313,"0",0.0588327580796988,0.0231481481481481,0.0409336941813261,0.157894736842105
27797,130,-68.8350450372,-32.8951475492,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
26552,140,-68.831620444,-32.8903893605,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
44506,28,-68.8362258398,-32.8859069718,"0",0.147368421052632,0.0420032310177706,0.0409336941813261,0.0289715113471753
4955,180,-68.8434692094,-32.8693069807,"0",0.123221661312529,0.0512455516014235,0.14110772139389,0.0889907279121816
27737,8,-68.8363866275,-32.8954718465,"0",0.149317634466149,0.185148665048544,0.0194352768610194,0.0162354134956875
27107,50,-68.8370468069,-32.8886492512,"0",0.147368421052632,0.0512455516014235,0.0409336941813261,0.0289715113471753
18964,200,-68.8374676298,-32.8687607947,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
16104,125,-68.8449805798,-32.8717201332,"0",0.0588327580796988,0.0903973509933775,0.14110772139389,0.157894736842105
29937,50,-68.8433877785,-32.8864720123,"0",0.11294498381877,0.0420032310177706,0.0409336941813261,0.0889907279121816
21942,124,-68.8581074095,-32.894264596,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
31235,80,-68.8540235886,-32.8643903329,"0",0.0588327580796988,0.022887323943662,0.14110772139389,0.0289715113471753
31212,26,-68.8534808465,-32.8646997211,"0",0.0588327580796988,0.0321782178217822,0.0409336941813261,0.0289715113471753
23935,100,-68.8521884903,-32.8992828296,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
31940,100,-68.8598644619,-32.884542706,"0",0.128480891108124,0.0227272727272727,0.14110772139389,0.0289715113471753
47166,145,-68.8338778548,-32.8738642941,"0",0.133619600909321,0.0227272727272727,0.14110772139389,0.0889907279121816
4228,155,-68.839313319,-32.873961379,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
5554,160,-68.8405894663,-32.8802257265,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
25040,190,-68.8366534555,-32.8967795275,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
3535,130,-68.8335336218,-32.8687085018,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
46419,140,-68.8327698314,-32.868213947,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
12539,45,-68.8443865689,-32.8626202128,"0",0.123221661312529,0.0420032310177706,0.0409336941813261,0.0889907279121816
12575,130,-68.8450466101,-32.8626191168,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
39144,60,-68.8541064636,-32.8722654535,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0289715113471753
43662,9,-68.8351058871,-32.8811072086,"0",0.11294498381877,0.0420032310177706,0.0194352768610194,0.0162354134956875
34203,120,-68.852814252,-32.8739804948,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.0889907279121816
2923,58,-68.8218006916,-32.87228847,"0",0.133619600909321,0.0859023207481815,0.0409336941813261,0.0289715113471753
43807,122,-68.8316890986,-32.8825093878,"0",0.147368421052632,0.0420032310177706,0.14110772139389,0.0889907279121816
33662,170,-68.8567078767,-32.8873317092,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
44098,180,-68.8288482924,-32.8857576655,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.0889907279121816
15759,65,-68.8727244122,-32.8785425931,"0",0.0858505564387917,0.185148665048544,0.14110772139389,0.0889907279121816
38132,220,-68.8457738053,-32.872419566,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
10933,98,-68.8515850827,-32.879789067,"0",0.0588327580796988,0.0364741641337386,0.14110772139389,0.0889907279121816
10575,42,-68.8532511804,-32.8756365136,"0",0.0588327580796988,0.022887323943662,0.0409336941813261,0.0889907279121816
37085,34,-68.8578084095,-32.8763697885,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.0289715113471753
938,50,-68.8500671118,-32.8729964001,"0",0.0588327580796988,0.185148665048544,0.0409336941813261,0.0889907279121816
17113,125,-68.8367374344,-32.8633965629,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
18267,90,-68.8394230711,-32.869756458,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
20060,250,-68.8341156809,-32.8653224954,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
21727,155,-68.855400298,-32.8948562504,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
35975,198,-68.8551852834,-32.8760490429,"0",0.0588327580796988,0.0231481481481481,0.14110772139389,0.157894736842105
26715,178,-68.8329101005,-32.8939691156,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
36715,160,-68.8601752261,-32.8817816457,"0",0.0858505564387917,0.0231481481481481,0.14110772139389,0.0889907279121816
45859,25,-68.8196007907,-32.86962754,"0",0.133619600909321,0.0512455516014235,0.0409336941813261,0.0289715113471753
14223,160,-68.8767250125,-32.8660321257,"0",0.031569173630455,0.022887323943662,0.14110772139389,0.0889907279121816
2684,70,-68.8310504061,-32.883007057,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.157894736842105
8592,53,-68.8373813549,-32.899324195,"0",0.149317634466149,0,0.0409336941813261,0.0889907279121816
9206,180,-68.8502690273,-32.8656663507,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
48359,196,-68.8283566358,-32.8665911602,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
35212,130,-68.8525714888,-32.8814966597,"0",0.11294498381877,0.0420032310177706,0.14110772139389,0.157894736842105
993,78,-68.8356736335,-32.8679594505,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.0889907279121816
22125,25,-68.8547242716,-32.8979850552,"0",0.128480891108124,0.0420032310177706,0.0409336941813261,0.0889907279121816
11907,170,-68.8503886814,-32.8662391244,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.0889907279121816
28141,52,-68.8476484969,-32.8917065039,"0",0.149317634466149,0.185148665048544,0.0409336941813261,0.0889907279121816
46557,14,-68.8335221586,-32.8686653287,"0",0.123221661312529,0.0204081632653061,0.0194352768610194,0.0162354134956875
37045,170,-68.8569263209,-32.8759613108,"0",0.0588327580796988,0.0903973509933775,0.14110772139389,0.157894736842105
44020,190,-68.831301262,-32.8853443265,"0",0.147368421052632,0.0859023207481815,0.14110772139389,0.0162354134956875
32093,87,-68.8590684692,-32.8879859309,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
22197,150,-68.8568552374,-32.8985776035,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
8473,142,-68.8351279892,-32.8976919116,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
42504,80,-68.8317373915,-32.8753529524,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
25503,112,-68.8410109548,-32.9014075972,"0",0.149317634466149,0.0231481481481481,0.14110772139389,0.157894736842105
3067,36,-68.8279902734,-32.8719965826,"0",0.133619600909321,0.185148665048544,0.0409336941813261,0.0289715113471753
47878,120,-68.8293335293,-32.8735717256,"0",0.133619600909321,0.0227272727272727,0.14110772139389,0.157894736842105
908,6,-68.8469617811,-32.8729337355,"0",0.0588327580796988,0.0512455516014235,0.0194352768610194,0.0162354134956875
34264,120,-68.8527347592,-32.8741705685,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
5099,50,-68.8429711728,-32.8678604595,"0",0.123221661312529,0.185148665048544,0.0409336941813261,0.0889907279121816
10760,2,-68.8543873083,-32.8769224718,"0",0.0588327580796988,0.0420032310177706,0.0194352768610194,0.0162354134956875
10320,10,-68.8568139037,-32.8722111295,"0",0.0588327580796988,0.185148665048544,0.0194352768610194,0.0162354134956875
8082,31,-68.8393254878,-32.8895836434,"0",0.147368421052632,0.0420032310177706,0.0409336941813261,0.0289715113471753
1659,32,-68.8719009826,-32.8783121372,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.0289715113471753
12303,140,-68.8463759775,-32.8663106952,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
426,200,-68.8174505264,-32.8675596269,"0",0.133619600909321,0.022887323943662,0.14110772139389,0.0889907279121816
3191,223,-68.8290180038,-32.8753948697,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.0889907279121816
46317,145,-68.824728428,-32.8736242601,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
26517,36,-68.830927417,-32.8921656586,"0",0.147368421052632,0.021505376344086,0.0409336941813261,0.0289715113471753
16884,160,-68.8398285932,-32.8652258204,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
43805,134,-68.8318817853,-32.8825034252,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.0889907279121816
21151,190,-68.8633512889,-32.8981170283,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
40560,190,-68.8468648829,-32.8846539982,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
30708,40,-68.8556622929,-32.8674386647,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0289715113471753
30025,98,-68.8408307239,-32.8861457412,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
2379,28,-68.8368401355,-32.8862284073,"0",0.147368421052632,0.0420032310177706,0.0409336941813261,0.0289715113471753
39422,20,-68.8557518358,-32.8703735329,"0",0.0588327580796988,0.0420032310177706,0.0194352768610194,0.0162354134956875
33530,190,-68.8556265011,-32.8888600084,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
20643,185,-68.8597183746,-32.8968456105,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
38969,80,-68.8557073265,-32.8707305048,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
1825,30,-68.8613951692,-32.8711333635,"0",0.0858505564387917,0.0859023207481815,0.0409336941813261,0.0289715113471753
46238,180,-68.8254284194,-32.8758870529,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
18760,120,-68.8375516938,-32.8725831856,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
38380,190,-68.8530146975,-32.8696489009,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
35837,85,-68.8544668727,-32.8738359032,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.0889907279121816
14455,62,-68.8783983505,-32.8659118785,"0",0.031569173630455,0.0204081632653061,0.14110772139389,0.0289715113471753
37515,115,-68.8563643357,-32.8699512527,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.0889907279121816
17433,78,-68.8348709746,-32.8676932142,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.0889907279121816
13156,90,-68.8466214926,-32.864908242,"0",0.123221661312529,0.0420032310177706,0.14110772139389,0.0889907279121816
33115,210,-68.8533915032,-32.8903849678,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
1641,95,-68.8713866405,-32.8775074248,"0",0.0858505564387917,0.022887323943662,0.14110772139389,0.0889907279121816
16446,145,-68.8417654235,-32.8643877646,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
26683,90,-68.8322636687,-32.8941046057,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
14058,78,-68.8760825034,-32.8677183087,"0",0.031569173630455,0.185148665048544,0.14110772139389,0.0889907279121816
32964,167,-68.8497543659,-32.8876330681,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
29224,240,-68.8453832901,-32.887351242,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
6957,128,-68.8593628339,-32.8963469747,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
27046,155,-68.8393790304,-32.8909740337,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
31378,140,-68.8512050013,-32.8840430204,"0",0.11294498381877,0.0420032310177706,0.14110772139389,0.0889907279121816
4360,74,-68.834858923,-32.8697582445,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.0889907279121816
11421,48,-68.8510676298,-32.8997478429,"0",0.149317634466149,0.0420032310177706,0.0409336941813261,0.0889907279121816
44677,6,-68.8240902967,-32.8675951128,"0",0.133619600909321,0.0420032310177706,0.0194352768610194,0.0162354134956875
779,130,-68.879753211,-32.867546219,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.157894736842105
37752,36,-68.8506180389,-32.8724814399,"0",0.0588327580796988,0.0321782178217822,0.0409336941813261,0.0289715113471753
29421,252,-68.8461524495,-32.8917398807,"0",0.149317634466149,0.0903973509933775,0.14110772139389,0.157894736842105
22028,64,-68.8575917965,-32.8930164299,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
29036,190,-68.8441129469,-32.8874420118,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
42153,8,-68.8414163865,-32.8739829751,"0",0.11294498381877,0.150492264416315,0.0194352768610194,0.0289715113471753
36762,128,-68.8567225693,-32.8811965069,"0",0.0858505564387917,0.0903973509933775,0.14110772139389,0.157894736842105
32077,150,-68.8593617928,-32.8870540124,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
21957,110,-68.8573545572,-32.8944670708,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
18260,50,-68.8391288965,-32.8690956673,"0",0.123221661312529,0.0138888888888889,0.0409336941813261,0.0289715113471753
44005,125,-68.8326526545,-32.8852005188,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
30506,148,-68.839923959,-32.8877172816,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
40152,190,-68.8441477579,-32.8793685261,"0",0.11294498381877,0.185148665048544,0.14110772139389,0.157894736842105
3179,2,-68.8310451534,-32.8752910089,"0",0.133619600909321,0.0512249443207127,0.0194352768610194,0.0162354134956875
