"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
729,"Arabia","19/12/2011 08:30","Bajo (2 - 4 mts)",30,"Mediano",-68.8812226,-32.87245542,8,"Aeroparque",2203364.736,0,"bajo"
730,"Paraiso sombrilla","19/12/2011 08:53","Bajo (2 - 4 mts)",45,"Mediano",-68.8812269,-32.87242158,8,"Aeroparque",2203364.736,0,"bajo"
732,"Paraiso sombrilla","19/12/2011 08:59","Bajo (2 - 4 mts)",75,"Grande",-68.881258,-32.87235852,8,"Aeroparque",2203364.736,0,"medio"
733,"Paraiso","19/12/2011 10:26","Bajo (2 - 4 mts)",40,"Mediano",-68.88074974,-32.87230961,8,"Aeroparque",2203364.736,0,"bajo"
744,"Paraiso","20/12/2011 17:13","Muy bajo (1 - 2 mts)",18,"Chico",-68.88044947,-32.87122333,8,"Aeroparque",2203364.736,0,"bajo"
746,"Morera","19/12/2011 08:04","Muy bajo (1 - 2 mts)",18,"Chico",-68.88134292,-32.87414123,8,"Aeroparque",2203364.736,0,"bajo"
750,"Paraiso sombrilla","19/12/2011 09:10","Medio (4 - 8 mts)",130,"Grande",-68.88126501,-32.8737781,8,"Aeroparque",2203364.736,0,"alto"
752,"Aguaribay","15/12/2011 08:16","Bajo (2 - 4 mts)",18,"Chico",-68.88031979,-32.86649285,8,"Aeroparque",2203364.736,0,"bajo"
753,"Aguaribay","15/12/2011 08:15","Bajo (2 - 4 mts)",18,"Chico",-68.88033688,-32.86655563,8,"Aeroparque",2203364.736,0,"bajo"
755,"Paraiso","15/12/2011 08:12","Muy bajo (1 - 2 mts)",2,"Chico",-68.8803697,-32.86667624,8,"Aeroparque",2203364.736,0,"bajo"
758,"Aguaribay","15/12/2011 08:09","Bajo (2 - 4 mts)",20,"Chico",-68.88042253,-32.86687036,8,"Aeroparque",2203364.736,0,"bajo"
760,"Perenne","15/12/2011 08:07","Bajo (2 - 4 mts)",80,"Grande",-68.88046055,-32.86701006,8,"Aeroparque",2203364.736,0,"medio"
761,"Aguaribay","15/12/2011 07:49","Alto (> 8 mts)",95,"Grande",-68.88048103,-32.86708529,8,"Aeroparque",2203364.736,1,"medio"
764,"Aguaribay","15/12/2011 07:45","Alto (> 8 mts)",200,"Grande",-68.8805229,-32.86723913,8,"Aeroparque",2203364.736,0,"muy alto"
765,"Aguaribay","14/12/2011 11:12","Medio (4 - 8 mts)",35,"Mediano",-68.88053418,-32.86728058,8,"Aeroparque",2203364.736,1,"bajo"
766,"Aguaribay","14/12/2011 11:11","Medio (4 - 8 mts)",150,"Grande",-68.88054874,-32.86733408,8,"Aeroparque",2203364.736,0,"alto"
767,"Aguaribay","14/12/2011 11:10","Alto (> 8 mts)",220,"Grande",-68.88056172,-32.86738333,8,"Aeroparque",2203364.736,0,"muy alto"
769,"Aguaribay","14/12/2011 11:08","Alto (> 8 mts)",185,"Grande",-68.88042315,-32.86741212,8,"Aeroparque",2203364.736,0,"muy alto"
770,"Aguaribay","14/12/2011 11:07","Alto (> 8 mts)",140,"Grande",-68.880366,-32.86742335,8,"Aeroparque",2203364.736,0,"alto"
771,"Aguaribay","14/12/2011 11:06","Alto (> 8 mts)",125,"Grande",-68.8802866,-32.86743894,8,"Aeroparque",2203364.736,0,"alto"
772,"Aguaribay","14/12/2011 11:00","Alto (> 8 mts)",185,"Grande",-68.88020256,-32.86745546,8,"Aeroparque",2203364.736,0,"muy alto"
778,"Aguaribay","14/12/2011 10:47","Alto (> 8 mts)",170,"Grande",-68.87982607,-32.86753125,8,"Aeroparque",2203364.736,1,"muy alto"
779,"Aguaribay","14/12/2011 10:42","Alto (> 8 mts)",130,"Grande",-68.87975321,-32.86754622,8,"Aeroparque",2203364.736,0,"alto"
780,"Aguaribay","14/12/2011 10:38","Medio (4 - 8 mts)",110,"Grande",-68.87968339,-32.86755714,8,"Aeroparque",2203364.736,0,"medio"
781,"Morera","14/12/2011 10:37","Bajo (2 - 4 mts)",20,"Chico",-68.87960583,-32.8675265,8,"Aeroparque",2203364.736,0,"bajo"
782,"Aguaribay","14/12/2011 10:35","Medio (4 - 8 mts)",138,"Grande",-68.87958502,-32.86745705,8,"Aeroparque",2203364.736,1,"alto"
784,"Aguaribay","14/12/2011 10:33","Bajo (2 - 4 mts)",35,"Mediano",-68.87955401,-32.86732391,8,"Aeroparque",2203364.736,0,"bajo"
785,"Paraiso","14/12/2011 10:32","Medio (4 - 8 mts)",50,"Mediano",-68.87951545,-32.86716694,8,"Aeroparque",2203364.736,0,"bajo"
787,"Aguaribay","14/12/2011 10:24","Alto (> 8 mts)",150,"Grande",-68.87943517,-32.86687298,8,"Aeroparque",2203364.736,0,"alto"
791,"Aguaribay","14/12/2011 10:20","Medio (4 - 8 mts)",90,"Grande",-68.87950761,-32.86661497,8,"Aeroparque",2203364.736,0,"medio"
792,"Aguaribay","14/12/2011 10:18","Medio (4 - 8 mts)",110,"Grande",-68.87958461,-32.86659996,8,"Aeroparque",2203364.736,0,"medio"
793,"Aguaribay","14/12/2011 10:17","Medio (4 - 8 mts)",120,"Grande",-68.87966396,-32.86658448,8,"Aeroparque",2203364.736,0,"alto"
794,"Paraiso","14/12/2011 10:13","Medio (4 - 8 mts)",68,"Grande",-68.87970449,-32.86657658,8,"Aeroparque",2203364.736,0,"medio"
795,"Paraiso","14/12/2011 10:12","Medio (4 - 8 mts)",70,"Grande",-68.87974483,-32.86656871,8,"Aeroparque",2203364.736,0,"medio"
796,"Paraiso","14/12/2011 10:10","Medio (4 - 8 mts)",65,"Grande",-68.87977771,-32.8665623,8,"Aeroparque",2203364.736,0,"medio"
801,"Aguaribay","14/12/2011 10:02","Muy bajo (1 - 2 mts)",12,"Chico",-68.8800737,-32.86650399,8,"Aeroparque",2203364.736,0,"bajo"
805,"Liquidambar","13/12/2011 12:57","Bajo (2 - 4 mts)",14,"Chico",-68.8800966,-32.86561945,8,"Aeroparque",2203364.736,0,"bajo"
808,"Paraiso sombrilla","13/12/2011 12:18","Medio (4 - 8 mts)",60,"Mediano",-68.88013447,-32.86635541,8,"Aeroparque",2203364.736,0,"medio"
809,"Jacarand","13/12/2011 10:50","Medio (4 - 8 mts)",40,"Mediano",-68.87921576,-32.86602666,8,"Aeroparque",2203364.736,1,"bajo"
810,"Aguaribay","12/12/2011 12:45","Medio (4 - 8 mts)",130,"Grande",-68.87912678,-32.86571742,8,"Aeroparque",2203364.736,0,"alto"
814,"Aguaribay","16/12/2011 12:11","Medio (4 - 8 mts)",96,"Grande",-68.8825528,-32.86686803,8,"Aeroparque",2203364.736,0,"medio"
815,"Aguaribay","16/12/2011 12:10","Medio (4 - 8 mts)",98,"Grande",-68.88254502,-32.86691744,8,"Aeroparque",2203364.736,0,"medio"
818,"Aguaribay","16/12/2011 11:39","Medio (4 - 8 mts)",140,"Grande",-68.88250271,-32.86701107,8,"Aeroparque",2203364.736,0,"alto"
819,"Aguaribay","16/12/2011 11:35","Medio (4 - 8 mts)",100,"Grande",-68.88246136,-32.86702224,8,"Aeroparque",2203364.736,0,"medio"
820,"Aguaribay","16/12/2011 11:35","Medio (4 - 8 mts)",108,"Grande",-68.88241802,-32.86703053,8,"Aeroparque",2203364.736,0,"medio"
823,"Aguaribay","16/12/2011 11:32","Muy bajo (1 - 2 mts)",15,"Chico",-68.88226667,-32.86705949,8,"Aeroparque",2203364.736,0,"bajo"
824,"Aguaribay","16/12/2011 11:31","Medio (4 - 8 mts)",100,"Grande",-68.88223052,-32.8670664,8,"Aeroparque",2203364.736,0,"medio"
826,"Aguaribay","15/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.88212265,-32.86708704,8,"Aeroparque",2203364.736,0,"medio"
827,"Aguaribay","15/12/2011 08:17","Bajo (2 - 4 mts)",30,"Mediano",-68.88206067,-32.86709889,8,"Aeroparque",2203364.736,0,"bajo"
828,"Aguaribay","15/12/2011 08:15","Bajo (2 - 4 mts)",76,"Grande",-68.88196757,-32.8671167,8,"Aeroparque",2203364.736,0,"medio"
831,"Aguaribay","15/12/2011 08:12","Medio (4 - 8 mts)",110,"Grande",-68.88172569,-32.86716297,8,"Aeroparque",2203364.736,0,"medio"
833,"Aguaribay","15/12/2011 08:10","Medio (4 - 8 mts)",95,"Grande",-68.88149219,-32.86720764,8,"Aeroparque",2203364.736,0,"medio"
838,"Aguaribay","14/12/2011 11:35","Bajo (2 - 4 mts)",30,"Mediano",-68.8810383,-32.86729445,8,"Aeroparque",2203364.736,0,"bajo"
842,"Aguaribay","16/12/2011 11:37","Bajo (2 - 4 mts)",22,"Mediano",-68.88070536,-32.86732264,8,"Aeroparque",2203364.736,0,"bajo"
844,"Aguaribay","16/12/2011 12:12","Medio (4 - 8 mts)",98,"Grande",-68.88068089,-32.8672343,8,"Aeroparque",2203364.736,0,"medio"
845,"Aguaribay","16/12/2011 12:11","Medio (4 - 8 mts)",96,"Grande",-68.88067013,-32.8671861,8,"Aeroparque",2203364.736,0,"medio"
846,"Aguaribay","16/12/2011 12:10","Medio (4 - 8 mts)",98,"Grande",-68.88065231,-32.86712572,8,"Aeroparque",2203364.736,0,"medio"
848,"Aguaribay","16/12/2011 11:39","Medio (4 - 8 mts)",140,"Grande",-68.88062453,-32.86702763,8,"Aeroparque",2203364.736,0,"alto"
853,"Aguaribay","16/12/2011 11:32","Muy bajo (1 - 2 mts)",15,"Chico",-68.88054314,-32.86672195,8,"Aeroparque",2203364.736,0,"bajo"
854,"Aguaribay","16/12/2011 11:31","Medio (4 - 8 mts)",100,"Grande",-68.8805301,-32.86667283,8,"Aeroparque",2203364.736,0,"medio"
855,"Aguaribay","15/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.88051986,-32.86663426,8,"Aeroparque",2203364.736,0,"medio"
856,"Aguaribay","15/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.88051046,-32.86659887,8,"Aeroparque",2203364.736,0,"medio"
858,"Aguaribay","15/12/2011 08:15","Bajo (2 - 4 mts)",76,"Grande",-68.88049021,-32.86652258,8,"Aeroparque",2203364.736,0,"medio"
859,"Aguaribay","15/12/2011 08:14","Medio (4 - 8 mts)",100,"Grande",-68.88048103,-32.86648799,8,"Aeroparque",2203364.736,0,"medio"
860,"Aguaribay","15/12/2011 08:13","Medio (4 - 8 mts)",140,"Grande",-68.88047208,-32.86645428,8,"Aeroparque",2203364.736,0,"alto"
862,"Aguaribay","15/12/2011 08:11","Medio (4 - 8 mts)",140,"Grande",-68.88045273,-32.86638151,8,"Aeroparque",2203364.736,0,"alto"
864,"Aguaribay","15/12/2011 08:09","Medio (4 - 8 mts)",130,"Grande",-68.88043048,-32.86629786,8,"Aeroparque",2203364.736,0,"alto"
866,"Aguaribay","15/12/2011 08:08","Medio (4 - 8 mts)",81,"Grande",-68.88039862,-32.86617792,8,"Aeroparque",2203364.736,0,"medio"
868,"Aguaribay","14/12/2011 11:35","Bajo (2 - 4 mts)",30,"Mediano",-68.8803681,-32.86606298,8,"Aeroparque",2203364.736,0,"bajo"
869,"Aguaribay","14/12/2011 11:34","Medio (4 - 8 mts)",140,"Grande",-68.88035078,-32.86599774,8,"Aeroparque",2203364.736,0,"alto"
871,"Aguaribay","14/12/2011 11:28","Medio (4 - 8 mts)",115,"Grande",-68.88031526,-32.86586394,8,"Aeroparque",2203364.736,0,"alto"
873,"Aguaribay","14/12/2011 11:26","Medio (4 - 8 mts)",125,"Grande",-68.88027817,-32.86572424,8,"Aeroparque",2203364.736,0,"alto"
875,"Aguaribay","14/12/2011 11:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.8802468,-32.86560609,8,"Aeroparque",2203364.736,0,"bajo"
877,"Morera","17/01/2012 19:37","Muy bajo (1 - 2 mts)",8,"Chico",-68.84881625,-32.87427887,6,"Residencial Norte",2694682.38,0,"bajo"
880,"Paraiso sombrilla","17/01/2012 12:45","Bajo (2 - 4 mts)",54,"Mediano",-68.8480851,-32.87528726,6,"Residencial Norte",2694682.38,0,"bajo"
884,"Morera","17/01/2012 12:23","Medio (4 - 8 mts)",64,"Grande",-68.84781899,-32.87533061,6,"Residencial Norte",2694682.38,0,"medio"
885,"Acacia SP","17/01/2012 12:19","Bajo (2 - 4 mts)",80,"Grande",-68.84775582,-32.87534586,6,"Residencial Norte",2694682.38,0,"medio"
886,"Acacia SP","17/01/2012 12:14","Medio (4 - 8 mts)",30,"Mediano",-68.847683,-32.87536168,6,"Residencial Norte",2694682.38,1,"bajo"
887,"Fresno europeo","17/01/2012 12:07","Bajo (2 - 4 mts)",50,"Mediano",-68.84752419,-32.87529548,6,"Residencial Norte",2694682.38,0,"bajo"
888,"Fresno europeo","17/01/2012 11:47","Muy bajo (1 - 2 mts)",7,"Chico",-68.84723752,-32.87474215,6,"Residencial Norte",2694682.38,0,"bajo"
889,"Morera","17/01/2012 20:12","Bajo (2 - 4 mts)",50,"Mediano",-68.84768795,-32.87439821,6,"Residencial Norte",2694682.38,0,"bajo"
891,"Paraiso","18/01/2012 10:36","Alto (> 8 mts)",170,"Grande",-68.84720477,-32.87309632,6,"Residencial Norte",2694682.38,0,"muy alto"
892,"Paraiso","17/01/2012 10:30","Alto (> 8 mts)",125,"Grande",-68.84723284,-32.8732297,6,"Residencial Norte",2694682.38,0,"alto"
893,"Paraiso","17/01/2012 10:29","Alto (> 8 mts)",180,"Grande",-68.847249,-32.873286,6,"Residencial Norte",2694682.38,0,"muy alto"
894,"Paraiso","17/01/2012 08:30","Medio (4 - 8 mts)",95,"Grande",-68.84728277,-32.87344076,6,"Residencial Norte",2694682.38,1,"medio"
895,"Fresno europeo","17/01/2012 08:27","Alto (> 8 mts)",80,"Grande",-68.84718573,-32.87352614,6,"Residencial Norte",2694682.38,0,"medio"
896,"Fresno europeo","17/01/2012 08:24","Alto (> 8 mts)",155,"Grande",-68.84708192,-32.87354603,6,"Residencial Norte",2694682.38,0,"alto"
897,"Fresno europeo","17/01/2012 08:19","Alto (> 8 mts)",160,"Grande",-68.8467031,-32.87361743,6,"Residencial Norte",2694682.38,0,"muy alto"
898,"Fresno europeo","17/01/2012 08:15","Alto (> 8 mts)",160,"Grande",-68.84659906,-32.87363568,6,"Residencial Norte",2694682.38,0,"muy alto"
900,"Fresno europeo","17/01/2012 08:08","Muy bajo (1 - 2 mts)",10,"Chico",-68.84630272,-32.87369229,6,"Residencial Norte",2694682.38,0,"bajo"
904,"Fresno europeo","18/01/2012 12:36","Alto (> 8 mts)",170,"Grande",-68.84610358,-32.87308765,6,"Residencial Norte",2694682.38,0,"muy alto"
908,"Fresno americano","18/01/2012 10:46","Muy bajo (1 - 2 mts)",6,"Chico",-68.84696178,-32.87293374,6,"Residencial Norte",2694682.38,0,"bajo"
909,"Morera","24/02/2012 08:50","Bajo (2 - 4 mts)",15,"Chico",-68.8521273,-32.87236325,6,"Residencial Norte",2694682.38,0,"bajo"
911,"Fresno europeo","29/02/2012 08:33","Medio (4 - 8 mts)",28,"Mediano",-68.85283345,-32.87224277,6,"Residencial Norte",2694682.38,0,"bajo"
912,"Morera","29/02/2012 08:32","Alto (> 8 mts)",90,"Grande",-68.85284605,-32.87227119,6,"Residencial Norte",2694682.38,0,"medio"
914,"Morera","29/02/2012 09:51","Bajo (2 - 4 mts)",20,"Chico",-68.85219576,-32.87197492,6,"Residencial Norte",2694682.38,1,"bajo"
915,"Fresno europeo","29/02/2012 09:48","Medio (4 - 8 mts)",80,"Grande",-68.85224196,-32.87196587,6,"Residencial Norte",2694682.38,0,"medio"
916,"Morera","29/02/2012 09:37","Bajo (2 - 4 mts)",10,"Chico",-68.85246669,-32.87192343,6,"Residencial Norte",2694682.38,0,"bajo"
917,"Fresno europeo","15/01/2012 19:00","Bajo (2 - 4 mts)",40,"Mediano",-68.85407396,-32.87172957,6,"Residencial Norte",2694682.38,0,"bajo"
919,"Paraiso","15/01/2012 10:50","Bajo (2 - 4 mts)",40,"Mediano",-68.85409575,-32.87188799,6,"Residencial Norte",2694682.38,0,"bajo"
920,"Jacarand","15/01/2012 10:46","Bajo (2 - 4 mts)",28,"Mediano",-68.854101,-32.87194912,6,"Residencial Norte",2694682.38,0,"bajo"
921,"Fresno europeo","14/01/2012 18:23","Bajo (2 - 4 mts)",60,"Mediano",-68.85336775,-32.87239727,6,"Residencial Norte",2694682.38,0,"medio"
922,"Morera","16/01/2012 13:06","Medio (4 - 8 mts)",120,"Grande",-68.85300902,-32.87231626,6,"Residencial Norte",2694682.38,0,"alto"
923,"Morera","16/01/2012 13:04","Medio (4 - 8 mts)",130,"Grande",-68.8529911,-32.87227422,6,"Residencial Norte",2694682.38,0,"alto"
924,"Morera","16/01/2012 12:59","Bajo (2 - 4 mts)",80,"Grande",-68.85292791,-32.87214455,6,"Residencial Norte",2694682.38,0,"medio"
925,"Fresno europeo","16/01/2012 12:46","Muy bajo (1 - 2 mts)",3,"Chico",-68.8528412,-32.87193772,6,"Residencial Norte",2694682.38,0,"bajo"
926,"Fresno europeo","15/01/2012 19:35","Muy bajo (1 - 2 mts)",2,"Chico",-68.85332218,-32.87177689,6,"Residencial Norte",2694682.38,0,"bajo"
928,"Paraiso sombrilla","15/01/2012 19:05","Bajo (2 - 4 mts)",46,"Mediano",-68.85394216,-32.87166552,6,"Residencial Norte",2694682.38,0,"bajo"
932,"Fresno europeo","13/01/2012 19:21","Bajo (2 - 4 mts)",36,"Mediano",-68.85060351,-32.87289785,6,"Residencial Norte",2694682.38,0,"bajo"
933,"Caducifolio","13/01/2012 19:19","Muy bajo (1 - 2 mts)",14,"Chico",-68.85050857,-32.87291739,6,"Residencial Norte",2694682.38,0,"bajo"
934,"Morera","13/01/2012 19:17","Medio (4 - 8 mts)",100,"Grande",-68.85039607,-32.87293525,6,"Residencial Norte",2694682.38,0,"medio"
935,"Morera","13/01/2012 19:14","Medio (4 - 8 mts)",100,"Grande",-68.85029904,-32.87295383,6,"Residencial Norte",2694682.38,0,"medio"
936,"Morera","13/01/2012 19:13","Medio (4 - 8 mts)",40,"Mediano",-68.8502168,-32.87297009,6,"Residencial Norte",2694682.38,0,"bajo"
937,"Morera","13/01/2012 19:11","Medio (4 - 8 mts)",60,"Mediano",-68.85015674,-32.87298171,6,"Residencial Norte",2694682.38,0,"medio"
938,"Morera","13/01/2012 19:09","Medio (4 - 8 mts)",50,"Mediano",-68.85006711,-32.8729964,6,"Residencial Norte",2694682.38,0,"bajo"
939,"Morera","13/01/2012 19:07","Medio (4 - 8 mts)",60,"Mediano",-68.84993444,-32.87296259,6,"Residencial Norte",2694682.38,0,"medio"
941,"Fresno europeo","13/01/2012 19:01","Bajo (2 - 4 mts)",40,"Mediano",-68.84987239,-32.87275433,6,"Residencial Norte",2694682.38,0,"bajo"
942,"Liquidambar","13/01/2012 18:58","Medio (4 - 8 mts)",38,"Mediano",-68.849842,-32.87263387,6,"Residencial Norte",2694682.38,0,"bajo"
945,"Paraiso","10/01/2012 17:35","Muy bajo (1 - 2 mts)",8,"Chico",-68.84853912,-32.873185,6,"Residencial Norte",2694682.38,0,"bajo"
947,"Fresno europeo","10/01/2012 13:30","Bajo (2 - 4 mts)",18,"Chico",-68.84764333,-32.87343377,6,"Residencial Norte",2694682.38,0,"bajo"
948,"Fresno europeo","10/01/2012 13:20","Medio (4 - 8 mts)",36,"Mediano",-68.84738583,-32.87333905,6,"Residencial Norte",2694682.38,0,"bajo"
949,"Prunas","10/01/2012 13:05","Bajo (2 - 4 mts)",26,"Mediano",-68.84732704,-32.87312339,6,"Residencial Norte",2694682.38,0,"bajo"
950,"Fresno europeo","10/01/2012 12:52","Muy bajo (1 - 2 mts)",5,"Chico",-68.84733961,-32.87286828,6,"Residencial Norte",2694682.38,0,"bajo"
951,"Morera","10/01/2012 12:42","Medio (4 - 8 mts)",80,"Grande",-68.84765298,-32.87281428,6,"Residencial Norte",2694682.38,0,"medio"
955,"Morera","11/01/2012 12:34","Medio (4 - 8 mts)",35,"Mediano",-68.83466181,-32.89503789,3,"Parque O'Higgins",1531146.027,0,"bajo"
957,"Fresno europeo","11/01/2012 10:16","Medio (4 - 8 mts)",90,"Grande",-68.83466935,-32.89517375,3,"Parque O'Higgins",1531146.027,0,"medio"
961,"Jacarand","11/01/2012 12:51","Medio (4 - 8 mts)",78,"Grande",-68.83423037,-32.8950511,3,"Parque O'Higgins",1531146.027,0,"medio"
962,"Morera","11/01/2012 12:48","Alto (> 8 mts)",115,"Grande",-68.83437035,-32.8950268,3,"Parque O'Higgins",1531146.027,0,"alto"
963,"Fresno europeo","25/01/2012 08:30","Medio (4 - 8 mts)",135,"Grande",-68.84971709,-32.87269884,6,"Residencial Norte",2694682.38,0,"alto"
965,"Morera","25/01/2012 08:20","Alto (> 8 mts)",130,"Grande",-68.84976246,-32.87286002,6,"Residencial Norte",2694682.38,1,"alto"
966,"Morera","25/01/2012 08:17","Alto (> 8 mts)",150,"Grande",-68.84977903,-32.87292855,6,"Residencial Norte",2694682.38,0,"alto"
970,"Fresno europeo","24/01/2012 08:31","Medio (4 - 8 mts)",105,"Grande",-68.84889723,-32.87320839,6,"Residencial Norte",2694682.38,0,"medio"
972,"Fresno europeo","22/02/2012 07:51","Medio (4 - 8 mts)",50,"Mediano",-68.84877077,-32.87260524,6,"Residencial Norte",2694682.38,0,"bajo"
973,"Fresno europeo","22/02/2012 07:47","Alto (> 8 mts)",120,"Grande",-68.84903677,-32.87255719,6,"Residencial Norte",2694682.38,0,"alto"
976,"Paraiso","16/01/2012 10:24","Alto (> 8 mts)",105,"Grande",-68.83614696,-32.86813335,4,"Cuarta Oeste",1173332.701,0,"medio"
979,"Morera","16/01/2012 09:59","Medio (4 - 8 mts)",45,"Mediano",-68.83619985,-32.86881702,4,"Cuarta Oeste",1173332.701,1,"bajo"
981,"Caducifolio","16/01/2012 09:53","Muy bajo (1 - 2 mts)",10,"Chico",-68.83581586,-32.86886581,4,"Cuarta Oeste",1173332.701,0,"bajo"
985,"Morera","16/01/2012 09:30","Alto (> 8 mts)",95,"Grande",-68.83511364,-32.86862688,4,"Cuarta Oeste",1173332.701,0,"medio"
986,"Fresno europeo","16/01/2012 09:28","Muy bajo (1 - 2 mts)",5,"Chico",-68.83508968,-32.868531,4,"Cuarta Oeste",1173332.701,0,"bajo"
988,"Paraiso","16/01/2012 09:25","Bajo (2 - 4 mts)",16,"Chico",-68.83504437,-32.86832531,4,"Cuarta Oeste",1173332.701,0,"bajo"
992,"Pltano","16/01/2012 09:05","Alto (> 8 mts)",135,"Grande",-68.83542107,-32.86800455,4,"Cuarta Oeste",1173332.701,1,"alto"
995,"Morera","19/04/2011 10:21","Alto (> 8 mts)",123,"Grande",-68.83916744,-32.87971536,1,"Parque Central",1655357.933,0,"alto"
996,"Morera","19/04/2011 10:21","Alto (> 8 mts)",120,"Grande",-68.83914762,-32.87964471,1,"Parque Central",1655357.933,0,"alto"
998,"Morera","20/04/2011 10:15","Medio (4 - 8 mts)",60,"Mediano",-68.83871989,-32.87981778,1,"Parque Central",1655357.933,0,"medio"
1000,"Acer","20/04/2011 10:12","Medio (4 - 8 mts)",44,"Mediano",-68.8385681,-32.87982781,1,"Parque Central",1655357.933,0,"bajo"
1001,"Fresno europeo","20/04/2011 09:26","Bajo (2 - 4 mts)",20,"Chico",-68.8378331,-32.87921485,1,"Parque Central",1655357.933,0,"bajo"
1003,"Paraiso","19/04/2011 13:27","Medio (4 - 8 mts)",54,"Mediano",-68.83776386,-32.87894733,1,"Parque Central",1655357.933,0,"bajo"
1006,"Aguaribay","14/12/2011 11:22","Bajo (2 - 4 mts)",36,"Mediano",-68.88022575,-32.86537051,8,"Aeroparque",2203364.736,0,"bajo"
1010,"Aguaribay","14/12/2011 11:19","Bajo (2 - 4 mts)",38,"Mediano",-68.88045249,-32.86532574,8,"Aeroparque",2203364.736,0,"bajo"
1015,"Aguaribay","14/12/2011 11:14","Medio (4 - 8 mts)",110,"Grande",-68.88085704,-32.86524491,8,"Aeroparque",2203364.736,0,"medio"
1020,"Aguaribay","14/12/2011 11:10","Medio (4 - 8 mts)",100,"Grande",-68.88125169,-32.86516911,8,"Aeroparque",2203364.736,0,"medio"
1023,"Aguaribay","14/12/2011 11:07","Medio (4 - 8 mts)",40,"Mediano",-68.88146438,-32.86512819,8,"Aeroparque",2203364.736,0,"bajo"
1025,"Aguaribay","14/12/2011 11:04","Medio (4 - 8 mts)",115,"Grande",-68.88159115,-32.86510381,8,"Aeroparque",2203364.736,0,"alto"
1026,"Aguaribay","14/12/2011 11:03","Medio (4 - 8 mts)",120,"Grande",-68.88164968,-32.86509255,8,"Aeroparque",2203364.736,0,"alto"
1027,"Aguaribay","14/12/2011 11:03","Muy bajo (1 - 2 mts)",18,"Chico",-68.88172449,-32.86507816,8,"Aeroparque",2203364.736,0,"bajo"
1030,"Aguaribay","14/12/2011 11:00","Bajo (2 - 4 mts)",70,"Grande",-68.88196264,-32.86503321,8,"Aeroparque",2203364.736,0,"medio"
1031,"Aguaribay","14/12/2011 10:58","Bajo (2 - 4 mts)",45,"Mediano",-68.88203489,-32.86501974,8,"Aeroparque",2203364.736,0,"bajo"
1032,"Aguaribay","14/12/2011 10:57","Bajo (2 - 4 mts)",80,"Grande",-68.88213104,-32.86500179,8,"Aeroparque",2203364.736,0,"medio"
1033,"Aguaribay","14/12/2011 10:50","Medio (4 - 8 mts)",110,"Grande",-68.88219612,-32.86498906,8,"Aeroparque",2203364.736,0,"medio"
1034,"Aguaribay","14/12/2011 10:49","Bajo (2 - 4 mts)",60,"Mediano",-68.88226058,-32.8649764,8,"Aeroparque",2203364.736,0,"medio"
1035,"Aguaribay","14/12/2011 10:48","Bajo (2 - 4 mts)",60,"Mediano",-68.88232633,-32.86496348,8,"Aeroparque",2203364.736,0,"medio"
1036,"Aguaribay","14/12/2011 10:47","Medio (4 - 8 mts)",120,"Grande",-68.88238971,-32.86495103,8,"Aeroparque",2203364.736,0,"alto"
1037,"Aguaribay","14/12/2011 10:44","Bajo (2 - 4 mts)",36,"Mediano",-68.88244985,-32.86493921,8,"Aeroparque",2203364.736,0,"bajo"
1039,"Aguaribay","14/12/2011 10:44","Bajo (2 - 4 mts)",80,"Grande",-68.88257259,-32.86491786,8,"Aeroparque",2203364.736,0,"medio"
1040,"Aguaribay","14/12/2011 10:43","Medio (4 - 8 mts)",100,"Grande",-68.88262954,-32.86490617,8,"Aeroparque",2203364.736,0,"medio"
1041,"Aguaribay","13/12/2011 12:44","Medio (4 - 8 mts)",100,"Grande",-68.88271217,-32.86489036,8,"Aeroparque",2203364.736,0,"medio"
1042,"Paraiso sombrilla","14/12/2011 17:10","Bajo (2 - 4 mts)",44,"Mediano",-68.88107525,-32.867608,8,"Aeroparque",2203364.736,0,"bajo"
1044,"Aguaribay","15/12/2011 18:25","Bajo (2 - 4 mts)",80,"Grande",-68.88131227,-32.86796473,8,"Aeroparque",2203364.736,0,"medio"
1045,"Aguaribay","15/12/2011 18:23","Bajo (2 - 4 mts)",150,"Grande",-68.88137776,-32.86795179,8,"Aeroparque",2203364.736,0,"alto"
1056,"Aguaribay","15/12/2011 18:05","Muy bajo (1 - 2 mts)",20,"Chico",-68.88225897,-32.86777772,8,"Aeroparque",2203364.736,0,"bajo"
1061,"Paraiso","05/12/2011 12:58","Medio (4 - 8 mts)",85,"Grande",-68.87724948,-32.86912929,8,"Aeroparque",2203364.736,1,"medio"
1063,"Morera","05/12/2011 12:55","Medio (4 - 8 mts)",45,"Mediano",-68.87723199,-32.86906458,8,"Aeroparque",2203364.736,0,"bajo"
1065,"Morera","05/12/2011 12:53","Muy bajo (1 - 2 mts)",2,"Chico",-68.87721755,-32.86901114,8,"Aeroparque",2203364.736,0,"bajo"
